index,prediction,text
6724,0,"There is one or two thing make a country more powerfull and more beatiful. On of them is young people in the country. If they can work for their communities  good they can make their country very beautiful too. However i think its so hard to set young people for this type actions. Because they grow up so stupidly and so lazy. They have been train from their parents to act like these.
	At this time young people start to think their self more than  otherthing when they are a little child. They force their family to do their wants with crying and other things to whichs are family dont see in their child. They act like this beause families dont give them to thinkings to understand what happened in the world and what should them do to survive in this wolrd. They grow up and enter a world which they dont know to live with. They are not ready to see real world how can they live in this world. They did more thing when they are growing but they dont give time to understand  their communities.So how can they help to their communities even if they dont know their communities requirements.Howevet i think this is not young adults faults. This is their parents fault, this is fault of who manage their country or their world.
	Because of all of these young people do not give time to helping their communities. Yes i accept this 's not all of their faults.They can easily trained to be good child,good citizen and so good people.We can solve this problem with some formules if we are really want to solve this. We can give our teens responsibility to their communities.We can give them good opportunities to think more and help their communities."
9156,0,"Johnson & Johnson, a successful organization with lots of patented formulas is inventing still more combinations everyday.Some of the projects are a big success and some find the way in trashcans.I believe successful people try different things and involve in a lots of risk than just running behind what they have already achieved.
Life is a series of good and unfavorable things.No one can stop trying just because it has risk involved in it.When individuals endavor a task with lots of deligence some times they make it beyond axpected and some time fail.When people stand up to their life and give everythings they are more likely to become successful.
Successful people have the greed for success.They willput numerous efforts and try out different methods to make the things happen.
Once someone becomes successful they also go through undetermined pressure to keep their work and give something extra to the community.Brad Pitti is a successful filmstar but he just can not stop at action movies such as ""Ocean Eleven"" he felt the need to show his art and success by proving his performance in ""Babble""(A kind of offshore  and intense film).
Though people are successful they try to jump further high and take risk and become more successful.Astronauts have reached on moon but they di not stop there they invented the satelites which can remain in the vicinity and be usefull for ages.
""Newton"" successfully established his first law but he continued his contribution and work to the community by establishing two more laws of totally different phenomenons.
Success is an addiction.In stock excahnge market people often engaged in different short term and long term baits and investments.Once they are successful in one bait they explore the market more and tempted to take more risk for more monetary benifits.
Also when you get success to tend to think more positive about youself and try out many more things which would prove beneficial.Risk is imporatnt part of every task.Evene if we start walking on road there is a risk of accident but world simply doesnt stop because life has risk of death.
Moral of the story is successful people try out different trial and errors for the sake of maintaning their success, and sometimes also to offer something new to the community."
483,0,"I agree: 
                     1:  Have alot of fun with friends.
                      2: Do not have any mental tensoins.
                      3:  They are the freshers of the world.

Conclusion: 
                        In this fantastic world the young people are the back bones of every country they enjoy alot in roaming here and there.
                         The young people have alot of fun with their friends as they chit chatting,making jokes on others, going to picnics and they are physically strong to do what ever they want.
                          These youngsters do not have any mental tensions as they are not at the level of thinking about their families they enjoy themselves living with their parents and doing their job in fresh world with alot of satisfaction.
                            In this fast moving world there are many things to enjoy the life so that these young people are freshers to the world which have not yet started to see the nature's beauty etc. so that they roam here and there with their parents or relatives or friends and enjoys by seeing all of these. 
                             where as the old people cannot enjoy all these as they have not enough energy to do all the things that youngsters do.The old people have all these enjoyments in their young age itself so that they simply enjoys bye seeing the enjoyment of young people. 

Disagree: 
                         1: Alot of peace.
                         2: Not bothered about the future.                          
                           
                          The old people too enjoy but not as the young people as they have alot of peace because they have done all the work that they have to do it just remains to take rest and not botherd about the future as there is nothing to do for nation or to thier family in that age.
                               Hence i conclude that young people enjoys alot than the old people."
176,0,"This statement has been greatly discussed in many didactic environments  for the simple reason that some consider the theoretical knowledge to be more important than the practical one and some consider the opposite.
I was lucky to have personally attended schools that agreed and disagreed with the statement since I attended an italian high school ( that relies mostly on ideas and concepts) and a canadian high school ( that focuses more on real facts that occured).
This is why foreigners find that italians know how to talk about a certain topic but they do not know how to actually solve (or i should say)  ""fix"" it. My uncle, an engineer who lives in Canada, once attended a conference here in Italy and he noticed how Italians honestly might know more about the theory ( in this case physics or maths) but need help from the more ""hands-on"" engineers from abroad who considered real cases during their education giving them a higher experience.
In my opinion learning about facts is definately more enjoyable and gains a higher interests within the students.It also gives you a better insight of today's world situation. 
The reason why we study History is because we ought to learn about events that occured in the past and to prevent the same mistakes or find a better solution.
Once I came back from my school year abroad it wasn't easy for me to get used to the old and stricter method. I tried to make my teacher understand and realize how a fact that occured implicitely has the concept in it.
Experience also plays a key role and to discuss about real facts certainly helps a lot. As once Oscar Wilde said ""Experience is the name we give to our mistakes"" .
This is why I believe that it is definately important to learn and understand ideas and concepts but the next fundamental step would be to consider a real fact that concerns it.
Italy has a very ancient background on its shoulders and it would be very hard to change its attitude or point of view."
3052,0,"There are many impressive advertisements in every countries to make their products look nice.However, I sometimes dissapoint its value when I buy ,because it is really different from they are.That's the method of atracting people to buy their goods and that's the only way that people know about the products.
	In my oppinion, it is important to make goods look nice for sellers because they have to sell products as much as possible because they spend a lot of money for the advertisements.For example, one company which sells goods cheaper than othere companies in Japan.They don't use big advertisements.Their goods are worth of the price but it's not atractive at all.For getting customers and improving their quality, it is important to have a advertisements.competition is good for customers,too.
	It is difficult to know about products without any advertisements because that's the only way to let people get across.It has to be catchy and impressive.If there are same kind of products at the same time, it's difficult to decide which one to buy.I think it is also an important ability to show the products nice for the companies.
	In conclusion, for these reasons that I mentioned ,I agree that most advertisements make products seem much better than they really are.It's neccesary for the modern society's competition."
996,0,"""Play it safe."" is the thing we often hear from our families, friends and from other people. We see many people regretting about their past, for they lived in a routine and never took the chances they had just because they thought it was risky. It is well known that the richest man in my country was broke and homeless in his childhood. To me, taking risks is the main gate to success and happiness in your life, since that may be only chance for you to make your future dreams come true and not to regret in your prospective life.

In three months, I will receive my diploma and become a physician. The tendency of medical graduates is to specilize on a clinical branch and practice privately. I have not applied for the graduation exam yet and I will not, instead I am applying for a research scholarship in Japan and planning to complete a doctoral course there. it is obvious that it will be more challenging and time consuming, but I think that once I receive a degree in Japan, a door to study abroad academically will be open. But the door may permenantly be closed; too. I am acting in an unorthodox way; but as Robert Frost says: ""I took the one less travelled by, and that made the difference.""

""If only I had the chance..."", ""I wish I could use this chance..."" are the words I never intend to use and in my opinion, regret is the worst feeling one can has in his life. Time passes by and there is no chance to reverse it. The only thing that one can do is to anchor to that chance and go for it no matter how risky the situation is, so that he will not find himself in a routine life and he will never experience the feeling of regret. Not to feel regret in any of the steps of your life is actually what I perceive from the word ""peacefulness"".

In summary, I can say that taking risks is the main taste of life that leads to success and the source of happiness hides in a mind that has no idea of regrets about the past."
1948,0,"In our society, we can see that many successful people who are succeed with the coming of new things. There is one statement saying that successful people try new things and they take risks rather than just doing what they already know how to do well. I agree with this statement. My reasons are as follows.

Firstly, if one people wants to be successful, he must create new ideas and create new things in his research field. Creating new things means having risk at the same time. No one can predit what will happen next. We can see that the abundant knowleadge we learned in university are ordinary and need to be combined to create something new. If one only do what he has known to do well, nothings new will come out. As one example, we all know how to use internet to communicate, now we can chatting through PC camera and some chatting software, but before, we only could use internet to communicate through forum which was boring. The people who invented the software and the hardware did know how to create new things rather than did what he had know how to do. The software might be at risk of letting out personal information at first but it was resolve finally. Then, the software benefits many people using internet to chat.

Secondly, ordinary things have no attraction to the public. People like to accept new ideas and something strange to people's everyday life. Successful people tend to make new things to enrich people's life and at the same time, they like to take the risk. If they just do what they have known to do well like most of the ordinary people, they can not succeed. In history, there were many scientists who had denoted their lives to some scientific experiences. Their goals were to invent something new to our society and made them benefit for people.

What is more, the confidence of taking risk for something demonstrates one's ability which is better than ordinary people. Not many people want to take risk for something. So, that is why some scientists succeed. We should increace the confidence to take risks for new things in order to create new things for our society.

So in all, in my opinion, successful people will succeed when they try something new but not to do what they had known to do well. If one wants to succeed, the ability and braviation of trying new things and taking risk is necessary."
10590,0,"People could be successful without trying new things but just by following customs only for a short term, but cannot keep being successfull for a long term without trying new things. 
That is because society and trend always change. 
I'd like to bring an example of beepers and mobile phones in Japanese market.
The beeper has recently vanished after 40 years of history from its Japanese market. It used to be one of the most popular mobile goods untill mobile phone was commonly used. I remember when was in school, all of my friends had one and it was the main tool to communicate with each other. If you had a bisiness to deal with beepers - could be a manufacture, supplier of materials to manufactures or agencies to make deals with consumers - your business back then must have been successful and prosperous.
However, mobile phone became more and more popular since over 10 years ago and it has now overtaken the beepers. Nowadays almost everyone has one or even more than two, like one for private use and the other for business, and it's hard for many people to imagine a life without them. 
As being involved in the beeper business if you decided not to go into mobile phone business but stick to the beepers because you did not feel comfortable with trying new things and did not like to take risks, your business dealing with beepers must have gradually diminished and it was no longer successful.
In any category, as I meantioned above, trends constantly change and you can't stick to the same thing forever. To be successful, it is necessary to adopt new things to go with the latest trend and it always require some risks but it's, I think, unfortunately unavoidable in order to get success."
3402,0,"I think the best way to travel  is traveing alone. However, if I don't used to traveling places like language and culture, I need to go there with tour guide. Consequently, if I trip to somewhere at first, it is the best way to take tour guide's help. 
  When I was 6 years old, I travelde in Japan with my family. At that time, I was so young trip to Japan alone and I could't speak Japan at all. Abobe all, I couldn't be knowing Japanese culture. After all, I need my parent as a tour guide. They live in Japan for 7 years and speak Japanese very well like Japanese. At that time, if I know Japanese a little and their culture, I can enough travel in Japan alone. If someone don't  know traveing palce's culture and their languages, they will lose their way and sometimes they make mistakes like food habit. In india, they can't eat cow's meat for realigious belief and they don't use sticks when they eat food, they use only their hand.
  Of course, if we know traveling palces's culture and language,  we can travel alone. There are some reasons to travel alone except tour guide. At first, we can travel freeway. If we travel some places with tour guide, they will always interuppt us until we traveld to finish. Second, we can learn their culture and their language for myself. If we have a few knowledges about thier culture and speak their language a little, we can grow up language skills and our knowledges about othter culture. And then, we can explain our thinking to friends, family and relatives, so we will feel achivements. 
  I think it is the best way to trip traveling palces alone if we have enough knowledge about their culture and speak their language. We can get many things form traveling in strange palces."
6426,0,"When economy grows in a country, more people are able to purchase their own private cars. In this regard, more people may have cars in twenty years in Thailand. 
As far as Bangkok is concerned, however, I disagree that there will be fewer cars in use than there are today. Currently, too many cars are on road with less proper regulations and these cars have caused environmental and health problems. Since these problems are geting more serious, the civil society,  which may grow more in forthcoming decades in Thailand,  urges the Thai Government to restrict the number of cars in Bangkok and the Government has started to take actions as follows.
First, the Thai Government has been aware of necessity of more public transportationss due to the current trafic situation in Bangkok. In the morning and evening, people commuting by cars including their privaite vehicles and buses have to spend a lot of time; this is really wast of time for individuals and the country's development. If people can use more varieties of trains with an affordable price and convenient manner, they will of course prefer using them. In this sence, it is important for the Government to continue to develop the underground train and sky-train system not only in Bangkok but also its suverbs. According to the plan of the Bangkok Metropolitan Authority, I am sure that a lot more lines of these trains will be constructed in twenty years.
Second, alike Singapre and other countries, the Government will enforce a proactive regulation for reducing the number of private cars in Bangkok. For example, specific rush hours in morning and evening, a car should have 4 passengers including a driver. Besides, when Bangkok has become more developed, the price of its real estate will increase. Due to it, the parking lots will have to charge much more than now. This has been seen already in a big city like Tokyo, where people avoid using their car for shopping since the parking fee is sometimes more expensive than their purchase at the shopping center."
1056,0,"I agree with the statement "" Successful people try new things and take risks rather than only doing what they already know how to do well"".

The statement above is considered to be statisticly true due to the fact that those successful people have a back-up plan that they are currently using which  is the things they are already doing. The saying "" If it ain't broke don't fix it"" is false for the business world.
If those sucessful people keep clinging to what they already have eventuallly somebody else will take thier idea and evolve it or take it to another level, thus leaving those successful people no choice but to take risks and try new ideas.

If successful people try new ideas that help them and further increase thier profit and help them build a better reputation then they will gladly take that idea. If they try something new and hope that it becomes successful then the faith that they put in thier new idea(ex. project, product, or any other thing) will either strengthen or weaken depending on the outcome of the new idea.

In life it's either eat or be eaten. The same rule applies to the business world. If you have a plan that you might think will work or will not work then you should take a chance and not any chance but a calculated chance that gives you hope of letting your plan work or flourish. Many people try to invent new gizmo's or even update old ideas, but they fail in doing so becuase they lack the financial aid or even the help from people, that is why only successful people take chances and try new ideas so that their success continues and that thier business continues to grow."
12064,0,"I believe that people do enjoy life more when they are young than when they age. Life is a gift and needs to be enjoyed to the maximum. 

Consider a young kid about 15-20 years of age, for him life has just begun. He is opened out to a world where there is joy and peace, sorrow and grief both at a time. For this young lad, almost everything he does is his first time at it and will be excited no matter what. On the contrary people aging lets us say about 35-50 years have already seen all that the young kid has seen and gone through. For the old lifes just passing by.

Younger children often are more energetic and enthusiastic and yet more vibrant in doing something mostly if it is for the first time. While for the elderly, they have too many responsibilities and burdens on their shoulders that they do not seem to enjoy. Thats why they take time off from work for a vacation to relax, just to get back and start all over again. In a way even if the old want to enjoy they still are held back and are circumscribed in their ways.

I believe the main reason why the young enjoy life more is that they do not have any burdens at their tender age. All they have to take care is their grades and studies. The rest all are taken care of from their parents. The old even when they retire think of their grandchildren and their education.

The beauty in life as i think of it is to live each day as a gift as this is mostly found in the young."
12045,0,"In the world there are a lot of differnt kinds of poeple, as well young and old people. 
Every one have  own life. Nevertheles a young person can do a lot of thing as well swim, walk and go out with his friends. Nowadays for a young person there are a lot of  different way to be enjoy. Foe example I like go out with my girl friend,with her I go in moutain and to sea side this is very amazing. I have also a passion for computers. For these machinaries  upkeep is a lot of important because a computer is composed by a lot of parts mother board,cpu and other. For Young people is very easy todo every thingh but old people are in difficulty, this is vary sad. A particular way to help old people is, go out with they. With this process two catogories of people are very happy,thisis very good. In this way also old people have fun and they are happy. 
But in same cases this is not possible and the situation become very sad. Nevertheles  instead in some cases old people are more happier than young people. I think that all categories ofpeopel are happy in different way becasue there are a  lot of types of age.  Nowadays to old people there are some activitys to create fun. Another important thing is that old people are very useful because they have a historycal memory and they can tell to children a lot of strories. Some old people go in schools to tell their experiences thisis very important to the community. In the end of my essay I would say that in the world there are a lot of people and everyone is important,everyone is usefull and averyone mast be happy because the life is the best thing.The life is"
10521,0,"I don't completely agree with this statement: In my opinion both the understanding of ideas and concepts and the learing of facts are important to the cultural growth of a student. As a matter of fact, many times, ideas and concepts are consequences of facts happened in that period. Consequently, students can understand ideas better if they know in what environment these concepts were born: the facts can describe the context in which those ideas grew up. Following this view, we have to know the importance of the history studies: only throught the knowledge of our past we can completely understand ideas and concepts that grew up in those periods. For example, only if we undestand what were the economic problems during the 17th-18th Century we can fully comprehend the Industrial Revolution and its new ideas of mass production. 
But the opposite can also be true: some new ideas can change the behaviour of people, so resulting in new events in the human history. For example, some new ideas in the world of the Physic were followed by the Atomic Bomb and by its use during the World War II. In the same way we could mentione the new researches in the genetic field: surely these new ideas will change the world of tomorrow and will give the true prospective throught which read the future facts. 
In these terms, it is not more important for students to understand ideas and concepts that it it for them to learn facts. What is really important is to undestand that you cannot fully comprehend a concept without knowing the context in which this new idea was born."
8886,0,"Some people say that the youngsters don't have any interests in helping their communities any more but grabbing their own
ambitions, while others argue that the young of these days are more motivated to give help for their communities. Considering the growing passions of young valenteers, however, I strongly desagree with the statement written above.     

     For the first, there are social advantages which encourage the youngsters to help their communities. In specific, since participating in local communities can provide the youngs with some neccesary and useful experiences from real world, such as skills needed  for processing certain job, taking part in local activities doesn't mean only doing bothering tasks for the young valenteers any more. For instance, I once took part in local festival as an staff. As there are so many foreigners who visited in my community, all I should do was rushing here and there, giving free interpretation. Even though it was tough and did't provide me any money, I could more valuable things through that event, Improvement in my English interpretation, and social skills.

   On top of that, the youngsters nowadays are tend to dedicate themselves for what they put their values on. According to the Department of Labor of Korea, in 2005, more than 60% of colleage students have experiences of valenteering in their local needs. What is more, they stated that what they wanted to acquire through their activities was not money but their self improvement. This case clearly represent the fact that they are now put their values on not only material things but also the mental things.

     There is  an old Korean saying goes like this; Helping neighbors is as valuable as helping one's own siblings. This represent the idea that  giving one's hand for others need is a kind of qualification to be an well rounded person. Thus, as long as the importance of cooporations such as giving one's hand for their comunities exist, the active participation of youngsters will never be limited."
2288,0,"Successful people try new things and take risks rather than only doing what they already know how to do well.I can only support this statement, because one  will never be more successfull than others, if one does not try out new thinks. And for trying out something new one has to take the risk to fail, or to get hurt.
This implies the fact, that successful people have to be very confident. Confidence means in this case to be able to keep your head up and go on, eventhough something did not work. Because this is what happes all the time when you risk something, sometimes it might work, sometimes you will fail.
Of course being successful does not only mean  having a big job career, one can be successful in sports, school, family, organizing life ect.
But in everything you want to succeed you have to be open for new things.If you always walk the same path like the others you will never 
step out off the mass.But walking new paths asks for alot of courage, which people can get when they get older and more experienced.
So finaly I want to say everybody has the chance to be successful, they just have to be willing to take the risk."
2819,0,"WELL, IN THIS STATMENT WE CAN,T PUT ALL THE SUCCESSFUL PEOPLE IN ONE SHIP. BECAUSE WE ALREADY KNOW THERE ARE DIFFRENT BTWEEN THE PEOPLE IN MANY THINKS. SO AS REASLUT IF I AGREED WITH HTIS STATMENT I WILL NOT JUSTCE IN THIS CAUSE. AND WE WILL NOTICE THAT IN DAIL OUR LIFE. FOREAMPLE HTERE ARE TWO SUCCESSFUL MEN OR WOMEN HAVE TWO CAMPANY IN NEW YORK. AND THEY REALLY HAVE GOOD JOBS. BUT ONE OF THEM DOES NOT SISTIFY ABOUT WHAT HE OR SHE HAVE AND THE OTHER ONE SICFUY ABOUT WHAT HE HAS. SO WE WILL NOTICE KNOW RHE DIFFRENICE IN THIS CASE CLEARLY. BUT AWAYS PEOPLE WONTS TO TRY A NEW HTING AND ALSO MAYBE THEY ARE SUCCESSFUL PEOPLE OR MAYBE NOT.BUT I THINK WHEN SOMEONE TRY A NEW HTINGS IS DIFFRENT FROM CREATION SOMETHING NEW MAYBE THERE ARE LITTLE DIFFRENT IN THIS CASES. I WILL GIVE A EXAMPLE TO MAKE MY IDEA CLEAR. THERE ARE TWO MEN AND THEY SUCCESSEIN THEIR JOB BUT ONE ONE OF THEM FOREXAMPLE CREATE A NEW CELLPHE AND HE WILL FACE A RISK IN THAT BUT THE OTHER HE TRY WITH OUT DID ANY THINGS SOMEHTINDS NEW AND HE WILL FACE SOME RISKS TO SEALE THE CELLPHONE. IN THE END THE SUCCESSFUL PEOPLE WILL STAY SUCCE"
8195,0,"I totally agree with this statement. People who are successful are people who do not hesitate to take risks in order to achieve their goals. It does not mean that they are affraid of nothing. But they estimate the risks and then decide to take it or not. There are some good examples that we can give to explain that point of view:

In business, we know that people who measure risks and take some will be successful businessmen. The director of the Virgin Company Richard Brandson is someone who did took risks to succeed in creating such a huge and modern company. After selling CD, DVD, travelling tickets, mobile phones, and sodas, he is now selling tickets for a trip in a spaceship. This guy also tried already 3 times to travel around the globe in his Virgin balloon.

In sports, we all know that people who take big risks will be the best: in Formula one for example, the drivers are risking their life to win a tournament. In football, a player like Zidane is successful because he does not hesitate to take risks in front of other really good players. And it is the same in all sports.

And when we think about arts, we can say that the major artists of our century are the one who took risks to do new things. Picasso for example knew really well how to paint realistics pictures but he decided after a certain period of time to change for a new way of painting. And Moliere was hated by the public of his own time because he created a new kind of theatre. He took also a big risk. 

In conclusion we can say that not taking risks does not help being successful. What is important is too measure the risk we take and assume the results it will give."
6406,0,"It all dependswath enjoy life means for people, live or  live in excess, as much the better. I belive that young people enjoy life if that is go to parks or beaches and practice extreme and dificult sports. Young people can stay late at night, drinking or dancing but the also can wake up early in the morning and go to work. They don't have limits in how much risk and danger they take. Much young people receive economic support from their parents and that give them more time to enjoy. Parents always try to give their kids the life style they never enjoy.  The society and the process of evolution in technology give also an advance to joung people for experience new ways of enjoy life. Young people don't focus to much in the future,they just want life and enjoy the present. 
	In the other hand is the old people who is feeling the weight of life in their body. Even if they take care well of their body,older people can't practice sports or social life from long periods of time. Somentimes  thats not really important because everything in excess is bad.Older people see life from other pont of view. They do the same than joung people but not in the same intensity. They discover the beauty of life and develop the quality of look for the detail. The detail give you the hability to recognize when someone or somenthing is special. seeing the quality versus quantity when you give or receive is an art that need to be cultivate.The precious reality in this situation is that everyone is going to experience at some point of their life both sides of the human nature. I am a 37 years old male with a latin tradition. I love my LORD  JESUS  and  believe that at this point of my life, I stay with the old people. I prefer quality versus quantity."
716,0,"In my opinion there's something true in this statement but it's not quite accurate. 
Succesful people are regared to be very rich, famous and wealthy. So if an famous actor decided to take the risk of quitting the movie buisness and to start a whole new career (for example as professional football player) he wouldn't be taking any risk at all. If he failed he would have enough money to survive this episode of ""new life finding""  and the whole world would report about his attempt to change his job. So everybody would know about his ""risky"" plan which isn't risky at all in fact because he's got nothing to lose.
Inspite of this unsuccessful people would have huge problems if they tried to change their job because they wouldn't have any savings to life from if they didn't succeed. Furthermore nobody would know about this risky attempt because no newspaper or TV station would be interested in this particular change.
I think the media gives us the impression that successful people are trying new things more often than the common people because we are directly confronted with their new ideas.
Let's give an example: David Beckham (a famous soccer player from Great Britain) changed his haircut every few months and the whole world was impressed by his new style and courage to do so. At the same time I dyed my hairy every week to another beautiful color but nobody execept my worried mum was interested in this.
Fame and success make it possible to inform (even without the intention to do so) the huge mass about the new things certain people are trying.
Another exemple: When Arnold Schwarzenegger decieded to start a political career every newspaper reported about this sensational event but when I won the election to the new head of the sports club not even the local newspaper was interested in this.
To summarize: Successful people aren't taking more risks or trying new things than the normal human being is, the only difference is that the media reports about them."
3363,0,"In different countries, we have different types of education, the question that must be highlighted is which kind of education ids the best or the most efficient. In my opinion, to have broad knowledge of many subjects is better. For that, I shall use how it affects social behavior and then how it is a simpler way for teenagers to get to know which job they really want to do.

Firstly, acquiring a wide range of knowledges allows one to interact more easily in one's society. By having at the same time notions of maths, of geography, history or arts for examples allow communication to be wider. There are more subjects to discuss about; in other terms having more knowledges is possessing a larger culture.  I think that knowing facts about history, geography, philosophy, economics are important because they concern the humanhood and more specifically our daily life, so they are benficial to us, how would we know where are countries when mentionned at the television for example. The perfect image of this type of person who knows a bit  of everything is Sherlock Holmes who although being specialised in crimes, due to his occupation, we learn that he knows a variety of things : chemistry, self-defense are such examples. Throughout the different stories, we can see his easyness to get in a conversation with anyone on anything.

Secondly, as a student I know that choosing a future job and thus selecting the corresponding courses is very difficult. As a fact, postponing such decisions are a way to be fully happy and totally aware of their meaning and consequences once the time has comed. Moreover, continuing or beginning academic subjects is important because as time passes you can progressively decide which you prefer and therefore making the right choice at the right time. However, making a professional choice does not imply letting all the other knowledges down, in the contrary one can get specialized once he is beginning to work but by no means forget what he has learnde beside.


To sum up, I would say that it is necessary possessing a wide range of knowledges as it allows to be more social, and it helps to our comprehension of our environment. It helps also on the choice of the job one has to make has it gives him time to appreciate and to make the best decision for him."
2456,0,"I'm not sure about the real meaning of the word succesfull near the word people.So,in order to try to answer to the question, I can try to look to my experience.
Throughout new things and take risk you can obtain more beneficts but ,in the same way,you can easily go to the bankrupty.However,actually,if you search the success you must try new ways as well as our parents do.The standardization and the globalization made all of us at the same level and so for emerge you will find many problems because there will be always anyone that make your job better.
In the other hand I think that if you know well your job and you work with attention and expecially with passion you will recognize by others that ,for example,will prefer spend more money with a quality or traditional product instead of pay the multinational that producu your product at  a lower price.We can think to the ""Made in Italy"" in opposite to ""Made in China"".Why the people continued to buy product with a higher price? 
In my opinion you will can be a succesfull person both trying new things and doing well what you already know. The main feature that you should have is the passion for your job. If you had this capacity you will be able to continuing to do what you already know how to do and to try new ways or new things with less risk. In that way you will be a succesfull person. 
The reality is that you are a succesfull person when you feel so."
10932,0,"Understanding is the basis of learning. Manipulated knowledges forms the ideas and consepts. Ideas and consepts are reasons of the facts. Indeed learning facts without understanding theory behind them is useless. In addition learned ideas and concets are also  useless without relating with the facts. These two are connected to each other.

Ideas and consepts are important on learning but without relating with real facts, teaching system constructs useless brains. Students sure need to understant the main theories behind the real events. Understanding main ideas give the ability of making  brain storms and ability to find  relations between knowledges. According to the student  psyhcology, when the ideas do not related with real examples, knowledges hung up in the air. For  instanece, I were giving extra physics lectures to my neigbours little boy. He always ask me to give real examples for the subjects. It is neccesary to inform students about ideas and make relations by facts.

If consider the other option, teaching students the lectures based on facts. There should be many questions occur in their minds. Why, how, when...It is geting more and more difficult to answer all those questions by only informing them with facts. An instructor can not possibly teach about chemical lessons. Matter consist of atoms and atoms inhales electrons and protons. It is impossible to understant main scince theories with facts.

To sum up, education can not be established on only ideas, theoris and concepts. They should be related eith the real examples and facts. In addition no one can possibly teach or undestand  most subjects by facts."
4845,0,"Yes,it is better to have a broad knowledge of many academic subjects than specialisze in one specific subject because of various reasons.

If a person has knowledge about a particular subject,it is good.But if he wants to refrain himself from foraying from other subjects he should make sure that he is very thorough with that subject.Because finally he should find a job on that basis only and more ver all the academic topics are interconnected so, it imperative to have knowledgein various fields.

The above option would be good only if he find a job.He should always keep in mind the different possibilities in hi carreer.He should ask himself ""what if i dont get a job in his desired field of study?""

For example I am a mechanical engineering student.as every one knows there is a scarcity of jobs for mechanical engineers.if i continue with the same field would be left unemployed.Here I need to have an alternate option.I have my alternate option as computer sciences .I started learning some computer subjects.Now even if i donot get a job in my field of study, i may have a chance of getting it in field of computers.This would not leave me unemployed.I personally feel that being employed is better than being unemployed.

This criteria not ony works for two fields of same backround, it also works for a technical background and an arts background.For example, an electrical engineer who doesnot have a job and whose hobby is singing ,can survive by giving some stage shows .Which would also be considered as an employment.

Moreover ,broader knowlege would not leave you speechless when you are in a group.because when agroup is discussing a topic and  
if you are silent ,you may feel embarassed with that.But if you are familiar with the topic you can also give your opinion on the topic.this is possible only if you donat confine yourself to a particular field

I conclude that having a broad knowledge is better than to specialize in one subject."
10846,0,"Generally, traviling to many places and make a differant experiance in our live is very good idea for people who want to explorare many place. They did not tavel to it before and meeting differint kind of culture that would be very wonderful. For tavel alone or with goup, i think the best way for taveling now is with group for two reasons: one of this is to get a chance to know a lot of gorouse place in the coustry that you want to tavel and other is to save your money.
many countries have a lot of historicals places and beautiful scenery that you have to vist it. Thus , the travel with tour guide orginse your time to have a chance to see these place. In addintion, to save your time for how to go to this place without losing your direction or your time. Otherwise to get the apportiunty to meet differeant people from differnt counties in the group.
Second, the money is very important to for you. if you want to go with your fimely or alone. Nowaday, there is a lot of offering to many countries with a sutible price for family or individual. Even though, you do not have a lot of money, you have a chance to travel to many places in low price. That give you relax and injoying with other people without care for many to much. 
In deed, to get a good price and good peole to ravel with them is a best way for relax and fun."
5262,0,"Older people enjoy life more than younger people because of  time, money, and freedom. Although they don't much more spirit than the young people, they value enjoying life more than young people. 
Older people cannot live in the world with a long period of time, so they try to enjoy life with their sons, daughters, wives, or husbands. They try to spend much more time on their families,besides spending time on working. It is because many of them are retired or work less than young people. Young people always spend their time on their works, without enjoying life with their families. So, older people have more spare time to enjoy life with their families.
Moreover, older people realized that they have so many things, which they want to do most. And they cannot do them when they were young. For example, they want to travel around the world. They have much money and so much time to travel around, which compares to young people. If you don't have enough or much money, how can you enjoy better life. Many people don't have much money because they need to buy a house for their life in the future, their saving accounts don't have enough money for them to enjoy life.
Older people have less things to care about. For example, older people, who is over fifty years old , do not need to care so much about their sons' or daughters' education, or their daily lives because they are mature enough to take care of themselves or supports their own live. Older people have much more freedom, so they can enjoy life without any worries. They have more opportunities for them to do other things with lots of freedom.
In the conclusion, young people have many limitations which cause them enjoy life less than older people."
