text_id,prompt_id,transformation_name,baseline_score,transformed_score,delta
156,7,lexical_density,1,0,-1
156,7,articles_rate,1,0,-1
156,7,prepositions_rate,1,0,-1
156,7,pronouns_rate,1,1,0
156,7,auxiliaries_rate,1,0,-1
157,7,lexical_density,0,0,0
157,7,articles_rate,0,0,0
157,7,prepositions_rate,0,0,0
157,7,pronouns_rate,0,0,0
157,7,auxiliaries_rate,0,0,0
158,7,lexical_density,1,0,-1
158,7,articles_rate,1,0,-1
158,7,prepositions_rate,1,0,-1
158,7,pronouns_rate,1,0,-1
158,7,auxiliaries_rate,1,0,-1
159,7,lexical_density,1,0,-1
159,7,articles_rate,1,0,-1
159,7,prepositions_rate,1,1,0
159,7,pronouns_rate,1,0,-1
159,7,auxiliaries_rate,1,0,-1
160,8,lexical_density,1,0,-1
160,8,articles_rate,1,0,-1
160,8,prepositions_rate,1,0,-1
160,8,pronouns_rate,1,0,-1
160,8,auxiliaries_rate,1,0,-1
161,8,lexical_density,1,0,-1
161,8,articles_rate,1,0,-1
161,8,prepositions_rate,1,0,-1
161,8,pronouns_rate,1,1,0
161,8,auxiliaries_rate,1,1,0
162,8,lexical_density,1,0,-1
162,8,articles_rate,1,0,-1
162,8,prepositions_rate,1,0,-1
162,8,pronouns_rate,1,0,-1
162,8,auxiliaries_rate,1,1,0
163,8,lexical_density,1,1,0
163,8,articles_rate,1,1,0
163,8,prepositions_rate,1,0,-1
163,8,pronouns_rate,1,1,0
163,8,auxiliaries_rate,1,1,0
164,8,lexical_density,1,1,0
164,8,articles_rate,1,0,-1
164,8,prepositions_rate,1,0,-1
164,8,pronouns_rate,1,1,0
164,8,auxiliaries_rate,1,0,-1
165,8,lexical_density,1,1,0
165,8,articles_rate,1,0,-1
165,8,prepositions_rate,1,1,0
165,8,pronouns_rate,1,1,0
165,8,auxiliaries_rate,1,1,0
166,8,lexical_density,1,0,-1
166,8,articles_rate,1,0,-1
166,8,prepositions_rate,1,0,-1
166,8,pronouns_rate,1,1,0
166,8,auxiliaries_rate,1,1,0
167,8,lexical_density,1,0,-1
167,8,articles_rate,1,0,-1
167,8,prepositions_rate,1,1,0
167,8,pronouns_rate,1,0,-1
167,8,auxiliaries_rate,1,0,-1
168,8,lexical_density,1,1,0
168,8,articles_rate,1,0,-1
168,8,prepositions_rate,1,1,0
168,8,pronouns_rate,1,1,0
168,8,auxiliaries_rate,1,1,0
169,8,lexical_density,1,0,-1
169,8,articles_rate,1,0,-1
169,8,prepositions_rate,1,1,0
169,8,pronouns_rate,1,1,0
169,8,auxiliaries_rate,1,0,-1
170,8,lexical_density,1,1,0
170,8,articles_rate,1,1,0
170,8,prepositions_rate,1,0,-1
170,8,pronouns_rate,1,1,0
170,8,auxiliaries_rate,1,1,0
171,8,lexical_density,1,1,0
171,8,articles_rate,1,1,0
171,8,prepositions_rate,1,0,-1
171,8,pronouns_rate,1,1,0
171,8,auxiliaries_rate,1,1,0
172,8,lexical_density,1,0,-1
172,8,articles_rate,1,1,0
172,8,prepositions_rate,1,1,0
172,8,pronouns_rate,1,0,-1
172,8,auxiliaries_rate,1,1,0
173,8,lexical_density,1,0,-1
173,8,articles_rate,1,0,-1
173,8,prepositions_rate,1,0,-1
173,8,pronouns_rate,1,0,-1
173,8,auxiliaries_rate,1,0,-1
174,8,lexical_density,1,1,0
174,8,articles_rate,1,0,-1
174,8,prepositions_rate,1,1,0
174,8,pronouns_rate,1,1,0
174,8,auxiliaries_rate,1,1,0
175,8,lexical_density,1,1,0
175,8,articles_rate,1,0,-1
175,8,prepositions_rate,1,0,-1
175,8,pronouns_rate,1,0,-1
175,8,auxiliaries_rate,1,0,-1
176,8,lexical_density,1,0,-1
176,8,articles_rate,1,1,0
176,8,prepositions_rate,1,0,-1
176,8,pronouns_rate,1,0,-1
176,8,auxiliaries_rate,1,1,0
177,8,lexical_density,1,1,0
177,8,articles_rate,1,1,0
177,8,prepositions_rate,1,0,-1
177,8,pronouns_rate,1,0,-1
177,8,auxiliaries_rate,1,1,0
178,8,lexical_density,1,1,0
178,8,articles_rate,1,0,-1
178,8,prepositions_rate,1,0,-1
178,8,pronouns_rate,1,1,0
178,8,auxiliaries_rate,1,0,-1
179,8,lexical_density,1,0,-1
179,8,articles_rate,1,0,-1
179,8,prepositions_rate,1,1,0
179,8,pronouns_rate,1,0,-1
179,8,auxiliaries_rate,1,1,0
180,9,lexical_density,1,0,-1
180,9,articles_rate,1,1,0
180,9,prepositions_rate,1,1,0
180,9,pronouns_rate,1,1,0
180,9,auxiliaries_rate,1,0,-1
181,9,lexical_density,1,1,0
181,9,articles_rate,1,1,0
181,9,prepositions_rate,1,0,-1
181,9,pronouns_rate,1,1,0
181,9,auxiliaries_rate,1,0,-1
182,9,lexical_density,1,0,-1
182,9,articles_rate,1,0,-1
182,9,prepositions_rate,1,0,-1
182,9,pronouns_rate,1,0,-1
182,9,auxiliaries_rate,1,0,-1
183,9,lexical_density,1,1,0
183,9,articles_rate,1,1,0
183,9,prepositions_rate,1,1,0
183,9,pronouns_rate,1,0,-1
183,9,auxiliaries_rate,1,1,0
184,9,lexical_density,1,1,0
184,9,articles_rate,1,0,-1
184,9,prepositions_rate,1,0,-1
184,9,pronouns_rate,1,1,0
184,9,auxiliaries_rate,1,0,-1
185,9,lexical_density,1,1,0
185,9,articles_rate,1,0,-1
185,9,prepositions_rate,1,0,-1
185,9,pronouns_rate,1,0,-1
185,9,auxiliaries_rate,1,0,-1
186,9,lexical_density,1,1,0
186,9,articles_rate,1,1,0
186,9,prepositions_rate,1,1,0
186,9,pronouns_rate,1,1,0
186,9,auxiliaries_rate,1,1,0
187,9,lexical_density,1,1,0
187,9,articles_rate,1,0,-1
187,9,prepositions_rate,1,1,0
187,9,pronouns_rate,1,0,-1
187,9,auxiliaries_rate,1,0,-1
188,9,lexical_density,1,1,0
188,9,articles_rate,1,1,0
188,9,prepositions_rate,1,0,-1
188,9,pronouns_rate,1,1,0
188,9,auxiliaries_rate,1,1,0
189,9,lexical_density,1,0,-1
189,9,articles_rate,1,1,0
189,9,prepositions_rate,1,0,-1
189,9,pronouns_rate,1,1,0
189,9,auxiliaries_rate,1,1,0
190,9,lexical_density,1,0,-1
190,9,articles_rate,1,1,0
190,9,prepositions_rate,1,1,0
190,9,pronouns_rate,1,1,0
190,9,auxiliaries_rate,1,0,-1
191,9,lexical_density,1,1,0
191,9,articles_rate,1,1,0
191,9,prepositions_rate,1,0,-1
191,9,pronouns_rate,1,0,-1
191,9,auxiliaries_rate,1,0,-1
192,9,lexical_density,1,0,-1
192,9,articles_rate,1,0,-1
192,9,prepositions_rate,1,0,-1
192,9,pronouns_rate,1,0,-1
192,9,auxiliaries_rate,1,0,-1
193,9,lexical_density,1,0,-1
193,9,articles_rate,1,0,-1
193,9,prepositions_rate,1,0,-1
193,9,pronouns_rate,1,0,-1
193,9,auxiliaries_rate,1,0,-1
194,9,lexical_density,1,1,0
194,9,articles_rate,1,1,0
194,9,prepositions_rate,1,1,0
194,9,pronouns_rate,1,1,0
194,9,auxiliaries_rate,1,0,-1
195,9,lexical_density,1,0,-1
195,9,articles_rate,1,1,0
195,9,prepositions_rate,1,0,-1
195,9,pronouns_rate,1,1,0
195,9,auxiliaries_rate,1,0,-1
196,9,lexical_density,1,0,-1
196,9,articles_rate,1,0,-1
196,9,prepositions_rate,1,1,0
196,9,pronouns_rate,1,1,0
196,9,auxiliaries_rate,1,0,-1
197,9,lexical_density,1,1,0
197,9,articles_rate,1,1,0
197,9,prepositions_rate,1,0,-1
197,9,pronouns_rate,1,0,-1
197,9,auxiliaries_rate,1,1,0
198,9,lexical_density,1,0,-1
198,9,articles_rate,1,1,0
198,9,prepositions_rate,1,0,-1
198,9,pronouns_rate,1,0,-1
198,9,auxiliaries_rate,1,0,-1
199,9,lexical_density,1,0,-1
199,9,articles_rate,1,1,0
199,9,prepositions_rate,1,1,0
199,9,pronouns_rate,1,1,0
199,9,auxiliaries_rate,1,1,0
